img,plate,source_img,augment_type,plate_type,clean_plate,group_id,split
42_medium.png,59-C2 281.14,42.png,medium,2line,59C228114,59C228114_2line,train
42_high.png,59-C2 281.14,42.png,high,2line,59C228114,59C228114_2line,train
42_occluded.png,59-C2 281.14,42.png,occluded,2line,59C228114,59C228114_2line,train
43_low.png,59-B1 378.58,43.png,low,2line,59B137858,59B137858_2line,train
43_medium.png,59-B1 378.58,43.png,medium,2line,59B137858,59B137858_2line,train
43_high.png,59-B1 378.58,43.png,high,2line,59B137858,59B137858_2line,train
43_occluded.png,59-B1 378.58,43.png,occluded,2line,59B137858,59B137858_2line,train
44_low.png,65-L1 083.96,44.png,low,2line,65L108396,65L108396_2line,train
44_medium.png,65-L1 083.96,44.png,medium,2line,65L108396,65L108396_2line,train
44_high.png,65-L1 083.96,44.png,high,2line,65L108396,65L108396_2line,train
44_occluded.png,65-L1 083.96,44.png,occluded,2line,65L108396,65L108396_2line,train
45_low.png,59-P1 892.67,45.png,low,2line,59P189267,59P189267_2line,train
45_medium.png,59-P1 892.67,45.png,medium,2line,59P189267,59P189267_2line,train
45_high.png,59-P1 892.67,45.png,high,2line,59P189267,59P189267_2line,train
45_occluded.png,59-P1 892.67,45.png,occluded,2line,59P189267,59P189267_2line,train
46_low.png,59-S2 083.38,46.png,low,2line,59S208338,59S208338_2line,train
46_medium.png,59-S2 083.38,46.png,medium,2line,59S208338,59S208338_2line,train
46_high.png,59-S2 083.38,46.png,high,2line,59S208338,59S208338_2line,train
46_occluded.png,59-S2 083.38,46.png,occluded,2line,59S208338,59S208338_2line,train
47_low.png,59-H1 636.02,47.png,low,2line,59H163602,59H163602_2line,train
47_medium.png,59-H1 636.02,47.png,medium,2line,59H163602,59H163602_2line,train
47_high.png,59-H1 636.02,47.png,high,2line,59H163602,59H163602_2line,train
47_occluded.png,59-H1 636.02,47.png,occluded,2line,59H163602,59H163602_2line,train
48_low.png,59-S1 818.34,48.png,low,2line,59S181834,59S181834_2line,train
48_medium.png,59-S1 818.34,48.png,medium,2line,59S181834,59S181834_2line,train
48_high.png,59-S1 818.34,48.png,high,2line,59S181834,59S181834_2line,train
48_occluded.png,59-S1 818.34,48.png,occluded,2line,59S181834,59S181834_2line,train
49_low.png,51-K6 1392,49.png,low,2line,51K61392,51K61392_2line,train
49_medium.png,51-K6 1392,49.png,medium,2line,51K61392,51K61392_2line,train
49_high.png,51-K6 1392,49.png,high,2line,51K61392,51K61392_2line,train
49_occluded.png,51-K6 1392,49.png,occluded,2line,51K61392,51K61392_2line,train
51_low.png,54-M2 9266,51.png,low,2line,54M29266,54M29266_2line,train
51_medium.png,54-M2 9266,51.png,medium,2line,54M29266,54M29266_2line,train
51_high.png,54-M2 9266,51.png,high,2line,54M29266,54M29266_2line,train
51_occluded.png,54-M2 9266,51.png,occluded,2line,54M29266,54M29266_2line,train
53_low.png,59-Y1 608.11,53.png,low,2line,59Y160811,59Y160811_2line,train
53_medium.png,59-Y1 608.11,53.png,medium,2line,59Y160811,59Y160811_2line,train
53_high.png,59-Y1 608.11,53.png,high,2line,59Y160811,59Y160811_2line,train
53_occluded.png,59-Y1 608.11,53.png,occluded,2line,59Y160811,59Y160811_2line,train
54_low.png,52-P3 9520,54.png,low,2line,52P39520,52P39520_2line,train
54_medium.png,52-P3 9520,54.png,medium,2line,52P39520,52P39520_2line,train
54_high.png,52-P3 9520,54.png,high,2line,52P39520,52P39520_2line,train
54_occluded.png,52-P3 9520,54.png,occluded,2line,52P39520,52P39520_2line,train
55_low.png,59-L1 776.93,55.png,low,2line,59L177693,59L177693_2line,train
55_medium.png,59-L1 776.93,55.png,medium,2line,59L177693,59L177693_2line,train
55_high.png,59-L1 776.93,55.png,high,2line,59L177693,59L177693_2line,train
55_occluded.png,59-L1 776.93,55.png,occluded,2line,59L177693,59L177693_2line,train
57_low.png,59-X1 374.38,57.png,low,2line,59X137438,59X137438_2line,train
57_medium.png,59-X1 374.38,57.png,medium,2line,59X137438,59X137438_2line,train
57_high.png,59-X1 374.38,57.png,high,2line,59X137438,59X137438_2line,train
57_occluded.png,59-X1 374.38,57.png,occluded,2line,59X137438,59X137438_2line,train
58_low.png,54-S8 5452,58.png,low,2line,54S85452,54S85452_2line,train
58_medium.png,54-S8 5452,58.png,medium,2line,54S85452,54S85452_2line,train
58_high.png,54-S8 5452,58.png,high,2line,54S85452,54S85452_2line,train
58_occluded.png,54-S8 5452,58.png,occluded,2line,54S85452,54S85452_2line,train
59_low.png,59-N1 471.02,59.png,low,2line,59N147102,59N147102_2line,train
59_medium.png,59-N1 471.02,59.png,medium,2line,59N147102,59N147102_2line,train
59_high.png,59-N1 471.02,59.png,high,2line,59N147102,59N147102_2line,train
59_occluded.png,59-N1 471.02,59.png,occluded,2line,59N147102,59N147102_2line,train
60_low.png,59-C2 414.73,60.png,low,2line,59C241473,59C241473_2line,train
60_medium.png,59-C2 414.73,60.png,medium,2line,59C241473,59C241473_2line,train
60_high.png,59-C2 414.73,60.png,high,2line,59C241473,59C241473_2line,train
60_occluded.png,59-C2 414.73,60.png,occluded,2line,59C241473,59C241473_2line,train
61_low.png,79-H1 200.23,61.png,low,2line,79H120023,79H120023_2line,train
61_medium.png,79-H1 200.23,61.png,medium,2line,79H120023,79H120023_2line,train
61_high.png,79-H1 200.23,61.png,high,2line,79H120023,79H120023_2line,train
61_occluded.png,79-H1 200.23,61.png,occluded,2line,79H120023,79H120023_2line,train
62_low.png,"60-B6 280,32",62.png,low,2line,60B628032,60B628032_2line,train
62_medium.png,"60-B6 280,32",62.png,medium,2line,60B628032,60B628032_2line,train
62_high.png,"60-B6 280,32",62.png,high,2line,60B628032,60B628032_2line,train
62_occluded.png,"60-B6 280,32",62.png,occluded,2line,60B628032,60B628032_2line,train
64_low.png,63-H5 4588,64.png,low,2line,63H54588,63H54588_2line,train
64_medium.png,63-H5 4588,64.png,medium,2line,63H54588,63H54588_2line,train
64_high.png,63-H5 4588,64.png,high,2line,63H54588,63H54588_2line,train
64_occluded.png,63-H5 4588,64.png,occluded,2line,63H54588,63H54588_2line,train
65_low.png,59-V2 335.22,65.png,low,2line,59V233522,59V233522_2line,train
65_medium.png,59-V2 335.22,65.png,medium,2line,59V233522,59V233522_2line,train
65_high.png,59-V2 335.22,65.png,high,2line,59V233522,59V233522_2line,train
65_occluded.png,59-V2 335.22,65.png,occluded,2line,59V233522,59V233522_2line,train
66_low.png,79-C1 221.77,66.png,low,2line,79C122177,79C122177_2line,train
66_medium.png,79-C1 221.77,66.png,medium,2line,79C122177,79C122177_2line,train
66_high.png,79-C1 221.77,66.png,high,2line,79C122177,79C122177_2line,train
66_occluded.png,79-C1 221.77,66.png,occluded,2line,79C122177,79C122177_2line,train
67_low.png,59-F1 322.10,67.png,low,2line,59F132210,59F132210_2line,train
67_medium.png,59-F1 322.10,67.png,medium,2line,59F132210,59F132210_2line,train
67_high.png,59-F1 322.10,67.png,high,2line,59F132210,59F132210_2line,train
67_occluded.png,59-F1 322.10,67.png,occluded,2line,59F132210,59F132210_2line,train
68_low.png,59-X1 243.40,68.png,low,2line,59X124340,59X124340_2line,train
68_medium.png,59-X1 243.40,68.png,medium,2line,59X124340,59X124340_2line,train
68_high.png,59-X1 243.40,68.png,high,2line,59X124340,59X124340_2line,train
68_occluded.png,59-X1 243.40,68.png,occluded,2line,59X124340,59X124340_2line,train
69_low.png,59-V2 090.48,69.png,low,2line,59V209048,59V209048_2line,train
69_medium.png,59-V2 090.48,69.png,medium,2line,59V209048,59V209048_2line,train
69_high.png,59-V2 090.48,69.png,high,2line,59V209048,59V209048_2line,train
69_occluded.png,59-V2 090.48,69.png,occluded,2line,59V209048,59V209048_2line,train
70_low.png,79-Z1 185.89,70.png,low,2line,79Z118589,79Z118589_2line,train
70_medium.png,79-Z1 185.89,70.png,medium,2line,79Z118589,79Z118589_2line,train
70_high.png,79-Z1 185.89,70.png,high,2line,79Z118589,79Z118589_2line,train
70_occluded.png,79-Z1 185.89,70.png,occluded,2line,79Z118589,79Z118589_2line,train
71_low.png,54-Y3 8211,71.png,low,2line,54Y38211,54Y38211_2line,train
71_medium.png,54-Y3 8211,71.png,medium,2line,54Y38211,54Y38211_2line,train
71_high.png,54-Y3 8211,71.png,high,2line,54Y38211,54Y38211_2line,train
71_occluded.png,54-Y3 8211,71.png,occluded,2line,54Y38211,54Y38211_2line,train
72_low.png,59-E1 029.93,72.png,low,2line,59E102993,59E102993_2line,train
72_medium.png,59-E1 029.93,72.png,medium,2line,59E102993,59E102993_2line,train
72_high.png,59-E1 029.93,72.png,high,2line,59E102993,59E102993_2line,train
72_occluded.png,59-E1 029.93,72.png,occluded,2line,59E102993,59E102993_2line,train
73_low.png,54-U5 2813,73.png,low,2line,54U52813,54U52813_2line,train
73_medium.png,54-U5 2813,73.png,medium,2line,54U52813,54U52813_2line,train
73_high.png,54-U5 2813,73.png,high,2line,54U52813,54U52813_2line,train
73_occluded.png,54-U5 2813,73.png,occluded,2line,54U52813,54U52813_2line,train
75_low.png,59-N1 739.48,75.png,low,2line,59N173948,59N173948_2line,train
75_medium.png,59-N1 739.48,75.png,medium,2line,59N173948,59N173948_2line,train
75_high.png,59-N1 739.48,75.png,high,2line,59N173948,59N173948_2line,train
75_occluded.png,59-N1 739.48,75.png,occluded,2line,59N173948,59N173948_2line,train
76_low.png,59-Y1 919.82,76.png,low,2line,59Y191982,59Y191982_2line,train
76_medium.png,59-Y1 919.82,76.png,medium,2line,59Y191982,59Y191982_2line,train
76_high.png,59-Y1 919.82,76.png,high,2line,59Y191982,59Y191982_2line,train
76_occluded.png,59-Y1 919.82,76.png,occluded,2line,59Y191982,59Y191982_2line,train
78_low.png,51-P9 8308,78.png,low,2line,51P98308,51P98308_2line,train
78_medium.png,51-P9 8308,78.png,medium,2line,51P98308,51P98308_2line,train
78_high.png,51-P9 8308,78.png,high,2line,51P98308,51P98308_2line,train
78_occluded.png,51-P9 8308,78.png,occluded,2line,51P98308,51P98308_2line,train
80_low.png,60-V7 7002,80.png,low,2line,60V77002,60V77002_2line,train
80_medium.png,60-V7 7002,80.png,medium,2line,60V77002,60V77002_2line,train
80_high.png,60-V7 7002,80.png,high,2line,60V77002,60V77002_2line,train
80_occluded.png,60-V7 7002,80.png,occluded,2line,60V77002,60V77002_2line,train
83_low.png,59-T1 888.08,83.png,low,2line,59T188808,59T188808_2line,train
83_medium.png,59-T1 888.08,83.png,medium,2line,59T188808,59T188808_2line,train
83_high.png,59-T1 888.08,83.png,high,2line,59T188808,59T188808_2line,train
83_occluded.png,59-T1 888.08,83.png,occluded,2line,59T188808,59T188808_2line,train
84_low.png,59-T1 621.33,84.png,low,2line,59T162133,59T162133_2line,train
84_medium.png,59-T1 621.33,84.png,medium,2line,59T162133,59T162133_2line,train
84_high.png,59-T1 621.33,84.png,high,2line,59T162133,59T162133_2line,train
84_occluded.png,59-T1 621.33,84.png,occluded,2line,59T162133,59T162133_2line,train
85_low.png,61-G1 043.05,85.png,low,2line,61G104305,61G104305_2line,train
85_medium.png,61-G1 043.05,85.png,medium,2line,61G104305,61G104305_2line,train
85_high.png,61-G1 043.05,85.png,high,2line,61G104305,61G104305_2line,train
85_occluded.png,61-G1 043.05,85.png,occluded,2line,61G104305,61G104305_2line,train
86_low.png,59-T1 313.40,86.png,low,2line,59T131340,59T131340_2line,train
86_medium.png,59-T1 313.40,86.png,medium,2line,59T131340,59T131340_2line,train
86_high.png,59-T1 313.40,86.png,high,2line,59T131340,59T131340_2line,train
86_occluded.png,59-T1 313.40,86.png,occluded,2line,59T131340,59T131340_2line,train
87_low.png,59-V2 008.84,87.png,low,2line,59V200884,59V200884_2line,train
87_medium.png,59-V2 008.84,87.png,medium,2line,59V200884,59V200884_2line,train
87_high.png,59-V2 008.84,87.png,high,2line,59V200884,59V200884_2line,train
87_occluded.png,59-V2 008.84,87.png,occluded,2line,59V200884,59V200884_2line,train
88_low.png,59-S1 262.08,88.png,low,2line,59S126208,59S126208_2line,train
88_medium.png,59-S1 262.08,88.png,medium,2line,59S126208,59S126208_2line,train
88_high.png,59-S1 262.08,88.png,high,2line,59S126208,59S126208_2line,train
88_occluded.png,59-S1 262.08,88.png,occluded,2line,59S126208,59S126208_2line,train
89_low.png,59-S2 080.82,89.png,low,2line,59S208082,59S208082_2line,train
89_medium.png,59-S2 080.82,89.png,medium,2line,59S208082,59S208082_2line,train
89_high.png,59-S2 080.82,89.png,high,2line,59S208082,59S208082_2line,train
89_occluded.png,59-S2 080.82,89.png,occluded,2line,59S208082,59S208082_2line,train
93_low.png,63-H5 1336,93.png,low,2line,63H51336,63H51336_2line,train
93_medium.png,63-H5 1336,93.png,medium,2line,63H51336,63H51336_2line,train
93_high.png,63-H5 1336,93.png,high,2line,63H51336,63H51336_2line,train
93_occluded.png,63-H5 1336,93.png,occluded,2line,63H51336,63H51336_2line,train
96_low.png,59-P1 664.80,96.png,low,2line,59P166480,59P166480_2line,train
96_medium.png,59-P1 664.80,96.png,medium,2line,59P166480,59P166480_2line,train
96_high.png,59-P1 664.80,96.png,high,2line,59P166480,59P166480_2line,train
96_occluded.png,59-P1 664.80,96.png,occluded,2line,59P166480,59P166480_2line,train
97_low.png,54-F3 7071,97.png,low,2line,54F37071,54F37071_2line,train
97_medium.png,54-F3 7071,97.png,medium,2line,54F37071,54F37071_2line,train
97_high.png,54-F3 7071,97.png,high,2line,54F37071,54F37071_2line,train
97_occluded.png,54-F3 7071,97.png,occluded,2line,54F37071,54F37071_2line,train
98_low.png,59-B1 234.68,98.png,low,2line,59B123468,59B123468_2line,train
98_medium.png,59-B1 234.68,98.png,medium,2line,59B123468,59B123468_2line,train
98_high.png,59-B1 234.68,98.png,high,2line,59B123468,59B123468_2line,train
98_occluded.png,59-B1 234.68,98.png,occluded,2line,59B123468,59B123468_2line,train
99_low.png,77-F1 305.41,99.png,low,2line,77F130541,77F130541_2line,train
99_medium.png,77-F1 305.41,99.png,medium,2line,77F130541,77F130541_2line,train
99_high.png,77-F1 305.41,99.png,high,2line,77F130541,77F130541_2line,train
99_occluded.png,77-F1 305.41,99.png,occluded,2line,77F130541,77F130541_2line,train
101_low.png,59-L1 447.16,101.png,low,2line,59L144716,59L144716_2line,train
101_medium.png,59-L1 447.16,101.png,medium,2line,59L144716,59L144716_2line,train
101_high.png,59-L1 447.16,101.png,high,2line,59L144716,59L144716_2line,train
101_occluded.png,59-L1 447.16,101.png,occluded,2line,59L144716,59L144716_2line,train
102_low.png,59-S1 248.31,102.png,low,2line,59S124831,59S124831_2line,train
102_medium.png,59-S1 248.31,102.png,medium,2line,59S124831,59S124831_2line,train
102_high.png,59-S1 248.31,102.png,high,2line,59S124831,59S124831_2line,train
102_occluded.png,59-S1 248.31,102.png,occluded,2line,59S124831,59S124831_2line,train
103_low.png,59-C1 391.13,103.png,low,2line,59C139113,59C139113_2line,train
103_medium.png,59-C1 391.13,103.png,medium,2line,59C139113,59C139113_2line,train
103_high.png,59-C1 391.13,103.png,high,2line,59C139113,59C139113_2line,train
103_occluded.png,59-C1 391.13,103.png,occluded,2line,59C139113,59C139113_2line,train
105_low.png,63-B9 579.26,105.png,low,2line,63B957926,63B957926_2line,train
105_medium.png,63-B9 579.26,105.png,medium,2line,63B957926,63B957926_2line,train
105_high.png,63-B9 579.26,105.png,high,2line,63B957926,63B957926_2line,train
105_occluded.png,63-B9 579.26,105.png,occluded,2line,63B957926,63B957926_2line,train
106_low.png,59-T1 347.38,106.png,low,2line,59T134738,59T134738_2line,train
106_medium.png,59-T1 347.38,106.png,medium,2line,59T134738,59T134738_2line,train
106_high.png,59-T1 347.38,106.png,high,2line,59T134738,59T134738_2line,train
106_occluded.png,59-T1 347.38,106.png,occluded,2line,59T134738,59T134738_2line,train
107_low.png,59-H1 525.12,107.png,low,2line,59H152512,59H152512_2line,train
107_medium.png,59-H1 525.12,107.png,medium,2line,59H152512,59H152512_2line,train
107_high.png,59-H1 525.12,107.png,high,2line,59H152512,59H152512_2line,train
107_occluded.png,59-H1 525.12,107.png,occluded,2line,59H152512,59H152512_2line,train
109_low.png,76-D1 240.27,109.png,low,2line,76D124027,76D124027_2line,train
109_medium.png,76-D1 240.27,109.png,medium,2line,76D124027,76D124027_2line,train
109_high.png,76-D1 240.27,109.png,high,2line,76D124027,76D124027_2line,train
109_occluded.png,76-D1 240.27,109.png,occluded,2line,76D124027,76D124027_2line,train
110_low.png,54-Z3 1084,110.png,low,2line,54Z31084,54Z31084_2line,train
110_medium.png,54-Z3 1084,110.png,medium,2line,54Z31084,54Z31084_2line,train
110_high.png,54-Z3 1084,110.png,high,2line,54Z31084,54Z31084_2line,train
110_occluded.png,54-Z3 1084,110.png,occluded,2line,54Z31084,54Z31084_2line,train
111_low.png,54-N4 6324,111.png,low,2line,54N46324,54N46324_2line,train
111_medium.png,54-N4 6324,111.png,medium,2line,54N46324,54N46324_2line,train
111_high.png,54-N4 6324,111.png,high,2line,54N46324,54N46324_2line,train
111_occluded.png,54-N4 6324,111.png,occluded,2line,54N46324,54N46324_2line,train
113_low.png,60-B6 088.80,113.png,low,2line,60B608880,60B608880_2line,train
113_medium.png,60-B6 088.80,113.png,medium,2line,60B608880,60B608880_2line,train
113_high.png,60-B6 088.80,113.png,high,2line,60B608880,60B608880_2line,train
113_occluded.png,60-B6 088.80,113.png,occluded,2line,60B608880,60B608880_2line,train
115_low.png,54-L2 9072,115.png,low,2line,54L29072,54L29072_2line,train
115_medium.png,54-L2 9072,115.png,medium,2line,54L29072,54L29072_2line,train
115_high.png,54-L2 9072,115.png,high,2line,54L29072,54L29072_2line,train
115_occluded.png,54-L2 9072,115.png,occluded,2line,54L29072,54L29072_2line,train
116_low.png,54-V2 263.10,116.png,low,2line,54V226310,54V226310_2line,train
116_medium.png,54-V2 263.10,116.png,medium,2line,54V226310,54V226310_2line,train
116_high.png,54-V2 263.10,116.png,high,2line,54V226310,54V226310_2line,train
116_occluded.png,54-V2 263.10,116.png,occluded,2line,54V226310,54V226310_2line,train
117_low.png,59-S1 352.52,117.png,low,2line,59S135252,59S135252_2line,train
117_medium.png,59-S1 352.52,117.png,medium,2line,59S135252,59S135252_2line,train
117_high.png,59-S1 352.52,117.png,high,2line,59S135252,59S135252_2line,train
117_occluded.png,59-S1 352.52,117.png,occluded,2line,59S135252,59S135252_2line,train
118_low.png,59-T1 052.97,118.png,low,2line,59T105297,59T105297_2line,train
118_medium.png,59-T1 052.97,118.png,medium,2line,59T105297,59T105297_2line,train
118_high.png,59-T1 052.97,118.png,high,2line,59T105297,59T105297_2line,train
118_occluded.png,59-T1 052.97,118.png,occluded,2line,59T105297,59T105297_2line,train
119_low.png,54-K4 0723,119.png,low,2line,54K40723,54K40723_2line,train
119_medium.png,54-K4 0723,119.png,medium,2line,54K40723,54K40723_2line,train
119_high.png,54-K4 0723,119.png,high,2line,54K40723,54K40723_2line,train
119_occluded.png,54-K4 0723,119.png,occluded,2line,54K40723,54K40723_2line,train
120_low.png,59-U1 598.97,120.png,low,2line,59U159897,59U159897_2line,train
